value,throughput,read_throughput,write_throughput,read_ios,write_ios,cache_misses,runtime,runtime_per_op,read_runtime_per_op,write_runtime_per_op
104857600,48426.94,7681.61,89172.27,275.0,0.0,,0.60955810546875,0.0705,0.13,0.011
262144000,3768.085,7514.5,21.67,313.0,2.0,,23.72531509399414,23.1365,0.133,46.14
524288000,3484.685,6954.47,14.9,445.0,1.0,,34.15650010108948,33.623,0.144,67.102
1073741824,1290.98,2572.57,9.39,432.0,1.0,,53.95702600479126,53.4565,0.389,106.524
